Country,WF,WTG,Generation,Type,Power,Component,Material Code,Material Description,'Consumption'[Date],Age (d),Sum of Q,Unit,Order,Order Exchange
France,WFG-FR-02,87132,SIGMA,N90,2500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2020-06-04 00:00:00,1926,1,PCE,SYN-ORD-965439,SYN-EX-08
Turkey,WFG-TU-03,87684,SIGMA,N100,2500,Gearbox,GBX-1180,Gearbox service component,2023-12-31 00:00:00,1926,1,PCE,SYN-ORD-904438,SYN-EX-07
France,WFG-FR-02,87010,SIGMA,N100,2500,Main Bearing,BRG-2208,Main bearing assembly,2022-04-04 00:00:00,1926,2,PCE,SYN-ORD-866469,SYN-EX-08
Czechia,WFG-CZ-02,88267,DELTA,N125,3000,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2021-03-03 00:00:00,1926,2,PCE,SYN-ORD-997342,SYN-EX-07
France,WFG-FR-02,90767,SIGMA,N90,2500,Generator,GEN-4201,Generator control module,2023-05-02 00:00:00,1926,1,PCE,SYN-ORD-930453,SYN-EX-06
Finland,WFG-FI-01,89931,SIGMA,N100,2500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2024-03-14 00:00:00,1926,1,PCE,SYN-ORD-890433,SYN-EX-01
Germany,WFG-GE-03,89803,GAMMA,N149,4500,Generator,GEN-4201,Generator control module,2019-11-24 00:00:00,1926,1,PCE,SYN-ORD-975580,SYN-EX-04
Argentina,WFG-AR-03,88878,SIGMA,N90,2500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2020-06-29 00:00:00,1926,1,PCE,SYN-ORD-986366,SYN-EX-02
France,WFG-FR-02,89252,DELTA,N131,3600,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2020-06-06 00:00:00,1926,1,PCE,SYN-ORD-987299,SYN-EX-08
Turkey,WFG-TU-03,89702,SIGMA,N90,2500,Generator,GEN-5210,Generator control module,2018-09-04 00:00:00,1926,2,PCE,SYN-ORD-768124,SYN-EX-09
USA,WFG-US-03,88763,DELTA,N125,3000,Hydraulic Unit,HYD-3104,Hydraulic pitch unit,2020-08-23 00:00:00,1926,1,PCE,SYN-ORD-954643,SYN-EX-08
Germany,WFG-GE-03,87209,GAMMA,N149,4500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2022-02-26 00:00:00,1926,2,PCE,SYN-ORD-701447,SYN-EX-07
Netherlands,WFG-NE-03,90269,SIGMA,N90,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2016-12-14 00:00:00,1926,1,PCE,SYN-ORD-886134,SYN-EX-09
France,WFG-FR-02,87390,SIGMA,N90,2500,Hydraulic Unit,HYD-2201,Hydraulic pitch unit,2020-04-29 00:00:00,1926,2,PCE,SYN-ORD-814335,SYN-EX-05
USA,WFG-US-03,90012,SIGMA,N100,2500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2025-05-03 00:00:00,1926,1,PCE,SYN-ORD-904305,SYN-EX-02
USA,WFG-US-03,87615,SIGMA,N100,2500,Generator,GEN-5210,Generator control module,2021-12-05 00:00:00,1926,1,PCE,SYN-ORD-872363,SYN-EX-03
United Kingdom,WFG-UN-03,87892,SIGMA,N100,2500,Hydraulic Unit,HYD-3104,Hydraulic pitch unit,2021-04-26 00:00:00,1926,1,PCE,SYN-ORD-965732,SYN-EX-04
Germany,WFG-GE-03,88280,SIGMA,N90,2500,Generator,GEN-5210,Generator control module,2020-01-28 00:00:00,1926,1,PCE,SYN-ORD-867192,SYN-EX-02
Germany,WFG-GE-03,88782,SIGMA,N90,2500,Yaw System,YAW-4402,Yaw drive frequency converter,2017-06-14 00:00:00,1926,1,PCE,SYN-ORD-819186,SYN-EX-05
Germany,WFG-GE-03,90611,SIGMA,N100,2500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2022-04-24 00:00:00,1926,1,PCE,SYN-ORD-833133,SYN-EX-08
France,WFG-FR-02,90775,DELTA,N80,1300,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2017-06-11 00:00:00,1926,1,PCE,SYN-ORD-949798,SYN-EX-04
Germany,WFG-GE-03,90501,SIGMA,N90,2500,Hydraulic Unit,HYD-3104,Hydraulic pitch unit,2019-10-08 00:00:00,1926,1,PCE,SYN-ORD-842050,SYN-EX-04
South Africa,WFG-SO-03,89991,DELTA,N80,1300,Generator,GEN-5210,Generator control module,2023-12-24 00:00:00,1926,1,PCE,SYN-ORD-946556,SYN-EX-09
USA,WFG-US-03,89787,SIGMA,N100,2500,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2018-02-25 00:00:00,1926,1,PCE,SYN-ORD-736754,SYN-EX-01
United Kingdom,WFG-UN-03,87501,SIGMA,N100,2500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2021-07-05 00:00:00,1926,1,PCE,SYN-ORD-734086,SYN-EX-02
France,WFG-FR-02,88833,DELTA,N131,3600,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2021-12-10 00:00:00,1926,1,PCE,SYN-ORD-837096,SYN-EX-02
France,WFG-FR-02,88508,SIGMA,N90,2500,Yaw System,YAW-3301,Yaw drive frequency converter,2019-06-21 00:00:00,1926,1,PCE,SYN-ORD-747753,SYN-EX-02
USA,WFG-US-03,87720,SIGMA,N90,2500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2024-09-02 00:00:00,1926,1,PCE,SYN-ORD-905353,SYN-EX-06
France,WFG-FR-02,89293,SIGMA,N90,2500,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2024-01-18 00:00:00,1926,1,PCE,SYN-ORD-784528,SYN-EX-05
France,WFG-FR-02,88268,SIGMA,N90,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2022-08-21 00:00:00,1926,1,PCE,SYN-ORD-845495,SYN-EX-01
Turkey,WFG-TU-03,86822,SIGMA,N100,2500,Generator,GEN-4201,Generator control module,2021-08-05 00:00:00,1926,1,PCE,SYN-ORD-737371,SYN-EX-06
USA,WFG-US-03,90670,SIGMA,N100,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2018-01-10 00:00:00,1926,1,PCE,SYN-ORD-891359,SYN-EX-01
Brazil,WFG-BR-02,89318,SIGMA,N90,2500,Yaw System,YAW-4402,Yaw drive frequency converter,2016-02-18 00:00:00,1926,1,PCE,SYN-ORD-993360,SYN-EX-07
France,WFG-FR-02,87496,SIGMA,N90,2500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2019-12-05 00:00:00,1926,1,PCE,SYN-ORD-731949,SYN-EX-01
USA,WFG-US-03,89634,SIGMA,N90,2500,Hydraulic Unit,HYD-2201,Hydraulic pitch unit,2020-12-21 00:00:00,1926,1,PCE,SYN-ORD-748245,SYN-EX-09
Germany,WFG-GE-03,87894,SIGMA,N90,2500,Generator,GEN-5210,Generator control module,2021-05-19 00:00:00,1926,1,PCE,SYN-ORD-801872,SYN-EX-05
France,WFG-FR-02,89105,SIGMA,N100,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2020-09-05 00:00:00,1926,2,PCE,SYN-ORD-912432,SYN-EX-07
Italy,WFG-IT-03,86391,SIGMA,N100,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2025-05-09 00:00:00,1926,1,PCE,SYN-ORD-785607,SYN-EX-09
Germany,WFG-GE-03,88981,SIGMA,N100,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2023-08-07 00:00:00,1926,1,PCE,SYN-ORD-736124,SYN-EX-07
United Kingdom,WFG-UN-03,88620,DELTA,N80,1300,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2019-09-03 00:00:00,1926,1,PCE,SYN-ORD-977706,SYN-EX-05
Turkey,WFG-TU-03,87202,SIGMA,N90,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2020-02-16 00:00:00,1926,1,PCE,SYN-ORD-795779,SYN-EX-05
Germany,WFG-GE-03,86384,SIGMA,N100,2500,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2023-08-03 00:00:00,1926,1,PCE,SYN-ORD-724264,SYN-EX-07
Norway,WFG-NO-03,87118,SIGMA,N100,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2019-03-17 00:00:00,1926,2,PCE,SYN-ORD-825646,SYN-EX-04
Turkey,WFG-TU-03,87690,SIGMA,N90,2500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2025-03-28 00:00:00,1926,1,PCE,SYN-ORD-721982,SYN-EX-08
Poland,WFG-PO-03,88589,SIGMA,N90,2500,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2023-07-07 00:00:00,1926,1,PCE,SYN-ORD-738194,SYN-EX-04
Turkey,WFG-TU-03,89691,SIGMA,N100,2500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2021-08-11 00:00:00,1926,2,PCE,SYN-ORD-883769,SYN-EX-06
Norway,WFG-NO-03,88550,DELTA,N131,3600,Generator,GEN-5210,Generator control module,2019-03-04 00:00:00,1926,1,PCE,SYN-ORD-959675,SYN-EX-02
France,WFG-FR-02,86696,SIGMA,N100,2500,Yaw System,YAW-4402,Yaw drive frequency converter,2023-12-06 00:00:00,1926,1,PCE,SYN-ORD-737656,SYN-EX-01
Turkey,WFG-TU-03,89214,SIGMA,N100,2500,Generator,GEN-4201,Generator control module,2018-11-02 00:00:00,1926,1,PCE,SYN-ORD-950782,SYN-EX-05
Portugal,WFG-PO-03,87797,SIGMA,N100,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2020-10-21 00:00:00,1926,1,PCE,SYN-ORD-736168,SYN-EX-03
France,WFG-FR-02,86904,SIGMA,N100,2500,Gearbox,GBX-2044,Gearbox service component,2021-10-03 00:00:00,1926,2,PCE,SYN-ORD-857278,SYN-EX-08
Turkey,WFG-TU-03,87021,SIGMA,N90,2500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2022-06-18 00:00:00,1926,1,PCE,SYN-ORD-911133,SYN-EX-04
Romania,WFG-RO-02,88195,SIGMA,N100,2500,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2017-10-25 00:00:00,1926,1,PCE,SYN-ORD-871259,SYN-EX-06
USA,WFG-US-03,89129,SIGMA,N90,2500,Gearbox,GBX-1180,Gearbox service component,2021-07-10 00:00:00,1926,2,PCE,SYN-ORD-805142,SYN-EX-06
Ireland,WFG-IR-02,87074,GAMMA,N149,4500,Generator,GEN-4201,Generator control module,2023-08-03 00:00:00,1926,1,PCE,SYN-ORD-767853,SYN-EX-03
United Kingdom,WFG-UN-03,87621,SIGMA,N100,2500,Generator,GEN-4201,Generator control module,2019-06-22 00:00:00,1926,1,PCE,SYN-ORD-722100,SYN-EX-04
Finland,WFG-FI-01,90408,SIGMA,N90,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2023-10-27 00:00:00,1926,1,PCE,SYN-ORD-955991,SYN-EX-01
Sweden,WFG-SW-03,87189,DELTA,N80,1300,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2023-04-13 00:00:00,1926,1,PCE,SYN-ORD-857094,SYN-EX-09
USA,WFG-US-03,89598,DELTA,N131,3600,Gearbox,GBX-1180,Gearbox service component,2019-02-07 00:00:00,1926,1,PCE,SYN-ORD-818170,SYN-EX-05
France,WFG-FR-02,86964,SIGMA,N100,2500,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2018-10-03 00:00:00,1926,2,PCE,SYN-ORD-945339,SYN-EX-02
Germany,WFG-GE-03,86643,SIGMA,N90,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2022-06-07 00:00:00,1926,1,PCE,SYN-ORD-994258,SYN-EX-01
United Kingdom,WFG-UN-03,90321,SIGMA,N90,2500,Generator,GEN-4201,Generator control module,2023-03-29 00:00:00,1926,2,PCE,SYN-ORD-972661,SYN-EX-01
Netherlands,WFG-NE-03,89572,GAMMA,N149,4500,Yaw System,YAW-3301,Yaw drive frequency converter,2017-08-19 00:00:00,1926,1,PCE,SYN-ORD-772875,SYN-EX-02
Turkey,WFG-TU-03,90709,SIGMA,N100,2500,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2023-10-04 00:00:00,1926,1,PCE,SYN-ORD-790908,SYN-EX-01
Germany,WFG-GE-03,87682,SIGMA,N100,2500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2019-03-25 00:00:00,1926,1,PCE,SYN-ORD-913648,SYN-EX-02
France,WFG-FR-02,89110,SIGMA,N90,2500,Hydraulic Unit,HYD-2201,Hydraulic pitch unit,2024-10-21 00:00:00,1926,1,PCE,SYN-ORD-925723,SYN-EX-05
USA,WFG-US-03,86762,SIGMA,N90,2500,Main Bearing,BRG-1102,Main bearing assembly,2024-06-12 00:00:00,1926,1,PCE,SYN-ORD-778262,SYN-EX-04
Finland,WFG-FI-01,89418,SIGMA,N90,2500,Gearbox,GBX-1180,Gearbox service component,2023-04-04 00:00:00,1926,1,PCE,SYN-ORD-821475,SYN-EX-07
Germany,WFG-GE-03,86714,SIGMA,N90,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2022-11-20 00:00:00,1926,1,PCE,SYN-ORD-905798,SYN-EX-07
United Kingdom,WFG-UN-03,87437,GAMMA,N149,4500,Gearbox,GBX-2044,Gearbox service component,2016-02-28 00:00:00,1926,1,PCE,SYN-ORD-829839,SYN-EX-05
Portugal,WFG-PO-03,90105,SIGMA,N90,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2022-11-29 00:00:00,1926,1,PCE,SYN-ORD-778723,SYN-EX-03
Norway,WFG-NO-03,87644,SIGMA,N100,2500,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2024-10-09 00:00:00,1926,1,PCE,SYN-ORD-757963,SYN-EX-03
Germany,WFG-GE-03,89290,SIGMA,N100,2500,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2022-03-04 00:00:00,1926,1,PCE,SYN-ORD-774948,SYN-EX-04
South Africa,WFG-SO-03,88044,SIGMA,N90,2500,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2022-01-21 00:00:00,1926,1,PCE,SYN-ORD-720293,SYN-EX-04
United Kingdom,WFG-UN-03,89256,SIGMA,N90,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2022-12-30 00:00:00,1926,1,PCE,SYN-ORD-818423,SYN-EX-02
Portugal,WFG-PO-03,89602,SIGMA,N90,2500,Main Bearing,BRG-1102,Main bearing assembly,2023-01-08 00:00:00,1926,1,PCE,SYN-ORD-905443,SYN-EX-05
Germany,WFG-GE-03,87028,SIGMA,N100,2500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2022-12-11 00:00:00,1926,1,PCE,SYN-ORD-867767,SYN-EX-05
USA,WFG-US-03,90657,SIGMA,N100,2500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2021-05-11 00:00:00,1926,2,PCE,SYN-ORD-806979,SYN-EX-02
United Kingdom,WFG-UN-03,88134,SIGMA,N100,2500,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2024-05-04 00:00:00,1926,1,PCE,SYN-ORD-831093,SYN-EX-02
France,WFG-FR-02,86467,SIGMA,N90,2500,Yaw System,YAW-3301,Yaw drive frequency converter,2024-07-02 00:00:00,1926,1,PCE,SYN-ORD-916583,SYN-EX-02
Turkey,WFG-TU-03,90600,SIGMA,N90,2500,Gearbox,GBX-2044,Gearbox service component,2023-08-02 00:00:00,1926,1,PCE,SYN-ORD-893107,SYN-EX-06
USA,WFG-US-03,89187,SIGMA,N90,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2020-07-03 00:00:00,1926,1,PCE,SYN-ORD-792110,SYN-EX-09
USA,WFG-US-03,89263,DELTA,N131,3600,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2024-08-01 00:00:00,1926,1,PCE,SYN-ORD-849416,SYN-EX-08
Germany,WFG-GE-03,89233,SIGMA,N90,2500,Gearbox,GBX-1180,Gearbox service component,2022-11-06 00:00:00,1926,1,PCE,SYN-ORD-914465,SYN-EX-09
Turkey,WFG-TU-03,89833,SIGMA,N90,2500,Gearbox,GBX-1180,Gearbox service component,2020-11-12 00:00:00,1926,1,PCE,SYN-ORD-767529,SYN-EX-08
France,WFG-FR-02,88713,DELTA,N125,3000,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2017-11-18 00:00:00,1926,1,PCE,SYN-ORD-930236,SYN-EX-04
Belgium,WFG-BE-01,89241,DELTA,N125,3000,Yaw System,YAW-3301,Yaw drive frequency converter,2020-09-22 00:00:00,1926,1,PCE,SYN-ORD-766092,SYN-EX-09
Pakistan,WFG-PA-02,87154,GAMMA,N149,4500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2018-11-17 00:00:00,1926,1,PCE,SYN-ORD-987423,SYN-EX-01
France,WFG-FR-02,89469,SIGMA,N90,2500,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2024-06-19 00:00:00,1926,1,PCE,SYN-ORD-744681,SYN-EX-07
Germany,WFG-GE-03,89811,SIGMA,N90,2500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2021-08-11 00:00:00,1926,1,PCE,SYN-ORD-902792,SYN-EX-08
France,WFG-FR-02,88204,SIGMA,N90,2500,Gearbox,GBX-2044,Gearbox service component,2018-06-19 00:00:00,1926,1,PCE,SYN-ORD-791475,SYN-EX-05
Turkey,WFG-TU-03,87413,DELTA,N80,1300,Generator,GEN-5210,Generator control module,2018-09-02 00:00:00,1926,1,PCE,SYN-ORD-835817,SYN-EX-03
Sweden,WFG-SW-03,87683,DELTA,N80,1300,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2022-08-10 00:00:00,1926,1,PCE,SYN-ORD-958068,SYN-EX-02
USA,WFG-US-03,89901,SIGMA,N90,2500,Generator,GEN-5210,Generator control module,2020-01-29 00:00:00,1926,1,PCE,SYN-ORD-837978,SYN-EX-02
Germany,WFG-GE-03,87303,SIGMA,N90,2500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2024-09-11 00:00:00,1926,1,PCE,SYN-ORD-957231,SYN-EX-01
Germany,WFG-GE-03,89355,SIGMA,N100,2500,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2022-03-22 00:00:00,1926,1,PCE,SYN-ORD-870655,SYN-EX-06
France,WFG-FR-02,88447,SIGMA,N90,2500,Generator,GEN-5210,Generator control module,2020-09-09 00:00:00,1926,1,PCE,SYN-ORD-778383,SYN-EX-03
Finland,WFG-FI-01,86632,GAMMA,N149,4500,Hydraulic Unit,HYD-3104,Hydraulic pitch unit,2021-01-18 00:00:00,1926,1,PCE,SYN-ORD-741871,SYN-EX-02
United Kingdom,WFG-UN-03,89247,SIGMA,N100,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2020-11-13 00:00:00,1926,1,PCE,SYN-ORD-935952,SYN-EX-07
USA,WFG-US-03,88189,SIGMA,N100,2500,Hydraulic Unit,HYD-2201,Hydraulic pitch unit,2021-12-24 00:00:00,1926,2,PCE,SYN-ORD-769433,SYN-EX-08
France,WFG-FR-02,88089,SIGMA,N100,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2019-08-18 00:00:00,1926,1,PCE,SYN-ORD-851557,SYN-EX-04
South Africa,WFG-SO-03,90690,SIGMA,N100,2500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2019-08-30 00:00:00,1926,1,PCE,SYN-ORD-700518,SYN-EX-01
France,WFG-FR-02,86609,SIGMA,N90,2500,Yaw System,YAW-3301,Yaw drive frequency converter,2019-07-23 00:00:00,1926,1,PCE,SYN-ORD-913064,SYN-EX-08
Finland,WFG-FI-01,88887,SIGMA,N100,2500,Generator,GEN-5210,Generator control module,2021-07-18 00:00:00,1926,1,PCE,SYN-ORD-829039,SYN-EX-07
Greece,WFG-GR-03,86660,SIGMA,N90,2500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2020-06-03 00:00:00,1926,1,PCE,SYN-ORD-975557,SYN-EX-05
USA,WFG-US-03,86317,DELTA,N131,3600,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2023-04-01 00:00:00,1926,1,PCE,SYN-ORD-762735,SYN-EX-02
Greece,WFG-GR-03,88975,SIGMA,N100,2500,Generator,GEN-4201,Generator control module,2019-08-20 00:00:00,1926,2,PCE,SYN-ORD-979860,SYN-EX-07
France,WFG-FR-02,87769,GAMMA,N149,4500,Generator,GEN-5210,Generator control module,2022-04-18 00:00:00,1926,1,PCE,SYN-ORD-774031,SYN-EX-08
Ireland,WFG-IR-02,90213,SIGMA,N100,2500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2023-01-26 00:00:00,1926,1,PCE,SYN-ORD-860780,SYN-EX-06
Germany,WFG-GE-03,87256,DELTA,N131,3600,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2022-04-30 00:00:00,1926,1,PCE,SYN-ORD-941023,SYN-EX-03
Turkey,WFG-TU-03,86424,SIGMA,N90,2500,Generator,GEN-5210,Generator control module,2021-01-09 00:00:00,1926,1,PCE,SYN-ORD-846992,SYN-EX-03
France,WFG-FR-02,88420,SIGMA,N100,2500,Hydraulic Unit,HYD-3104,Hydraulic pitch unit,2017-01-26 00:00:00,1926,1,PCE,SYN-ORD-762108,SYN-EX-01
Germany,WFG-GE-03,88493,SIGMA,N90,2500,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2016-07-13 00:00:00,1926,1,PCE,SYN-ORD-916502,SYN-EX-09
Germany,WFG-GE-03,86262,SIGMA,N90,2500,Hydraulic Unit,HYD-3104,Hydraulic pitch unit,2019-10-15 00:00:00,1926,1,PCE,SYN-ORD-857082,SYN-EX-09
France,WFG-FR-02,87070,DELTA,N131,3600,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2018-08-15 00:00:00,1926,1,PCE,SYN-ORD-892627,SYN-EX-08
United Kingdom,WFG-UN-03,87549,SIGMA,N90,2500,Main Bearing,BRG-1102,Main bearing assembly,2019-10-07 00:00:00,1926,1,PCE,SYN-ORD-923063,SYN-EX-08
Turkey,WFG-TU-03,86379,GAMMA,N149,4500,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2018-08-17 00:00:00,1926,1,PCE,SYN-ORD-789488,SYN-EX-01
France,WFG-FR-02,88774,SIGMA,N100,2500,Generator,GEN-5210,Generator control module,2016-08-19 00:00:00,1926,1,PCE,SYN-ORD-826351,SYN-EX-08
Estonia,WFG-ES-02,86998,SIGMA,N90,2500,Generator,GEN-4201,Generator control module,2018-05-06 00:00:00,1926,1,PCE,SYN-ORD-709321,SYN-EX-02
Norway,WFG-NO-03,87201,SIGMA,N90,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2022-06-16 00:00:00,1926,1,PCE,SYN-ORD-819930,SYN-EX-01
Germany,WFG-GE-03,87060,SIGMA,N100,2500,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2017-12-16 00:00:00,1926,1,PCE,SYN-ORD-795994,SYN-EX-05
Turkey,WFG-TU-03,86227,SIGMA,N100,2500,Main Bearing,BRG-1102,Main bearing assembly,2022-12-10 00:00:00,1926,2,PCE,SYN-ORD-935201,SYN-EX-05
United Kingdom,WFG-UN-03,87586,SIGMA,N90,2500,Hydraulic Unit,HYD-2201,Hydraulic pitch unit,2020-11-08 00:00:00,1926,1,PCE,SYN-ORD-885069,SYN-EX-02
Italy,WFG-IT-03,90225,SIGMA,N90,2500,Gearbox,GBX-1180,Gearbox service component,2024-08-16 00:00:00,1926,1,PCE,SYN-ORD-876323,SYN-EX-01
Turkey,WFG-TU-03,88931,GAMMA,N149,4500,Yaw System,YAW-3301,Yaw drive frequency converter,2017-08-18 00:00:00,1926,1,PCE,SYN-ORD-995280,SYN-EX-06
Portugal,WFG-PO-03,89324,SIGMA,N90,2500,Gearbox,GBX-1180,Gearbox service component,2018-05-30 00:00:00,1926,1,PCE,SYN-ORD-987660,SYN-EX-01
Germany,WFG-GE-03,88425,SIGMA,N100,2500,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2025-09-28 00:00:00,1926,1,PCE,SYN-ORD-919205,SYN-EX-03
France,WFG-FR-02,90363,SIGMA,N90,2500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2023-04-07 00:00:00,1926,1,PCE,SYN-ORD-935681,SYN-EX-04
Italy,WFG-IT-03,87109,SIGMA,N90,2500,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2022-06-29 00:00:00,1926,1,PCE,SYN-ORD-862477,SYN-EX-06
United Kingdom,WFG-UN-03,88084,SIGMA,N90,2500,Gearbox,GBX-1180,Gearbox service component,2021-07-27 00:00:00,1926,1,PCE,SYN-ORD-896272,SYN-EX-03
Finland,WFG-FI-01,89509,GAMMA,N149,4500,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2019-04-25 00:00:00,1926,1,PCE,SYN-ORD-961824,SYN-EX-02
Germany,WFG-GE-03,89605,DELTA,N80,1300,Generator,GEN-5210,Generator control module,2024-10-18 00:00:00,1926,1,PCE,SYN-ORD-863028,SYN-EX-05
Germany,WFG-GE-03,88917,GAMMA,N149,4500,Main Bearing,BRG-1102,Main bearing assembly,2022-02-21 00:00:00,1926,1,PCE,SYN-ORD-844375,SYN-EX-01
Germany,WFG-GE-03,90699,SIGMA,N100,2500,Generator,GEN-4201,Generator control module,2017-12-03 00:00:00,1926,1,PCE,SYN-ORD-866585,SYN-EX-03
France,WFG-FR-02,87463,SIGMA,N90,2500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2020-02-16 00:00:00,1926,1,PCE,SYN-ORD-825807,SYN-EX-09
Germany,WFG-GE-03,89198,SIGMA,N90,2500,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2021-08-25 00:00:00,1926,1,PCE,SYN-ORD-813654,SYN-EX-03
USA,WFG-US-03,87160,SIGMA,N100,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2020-05-10 00:00:00,1926,1,PCE,SYN-ORD-815613,SYN-EX-05
USA,WFG-US-03,89929,SIGMA,N90,2500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2022-11-19 00:00:00,1926,1,PCE,SYN-ORD-950085,SYN-EX-06
Ireland,WFG-IR-02,88120,SIGMA,N90,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2021-03-03 00:00:00,1926,1,PCE,SYN-ORD-703378,SYN-EX-09
Turkey,WFG-TU-03,88838,GAMMA,N149,4500,Generator,GEN-4201,Generator control module,2023-02-06 00:00:00,1926,1,PCE,SYN-ORD-994209,SYN-EX-07
Germany,WFG-GE-03,88972,GAMMA,N149,4500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2019-07-23 00:00:00,1926,1,PCE,SYN-ORD-762079,SYN-EX-03
Ireland,WFG-IR-02,87077,SIGMA,N90,2500,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2018-04-11 00:00:00,1926,1,PCE,SYN-ORD-730756,SYN-EX-03
Germany,WFG-GE-03,87571,SIGMA,N100,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2017-10-27 00:00:00,1926,1,PCE,SYN-ORD-925832,SYN-EX-08
Sweden,WFG-SW-03,90558,SIGMA,N90,2500,Gearbox,GBX-2044,Gearbox service component,2021-10-14 00:00:00,1926,1,PCE,SYN-ORD-789872,SYN-EX-02
Germany,WFG-GE-03,88044,DELTA,N100,1800,Hydraulic Unit,HYD-3104,Hydraulic pitch unit,2018-01-24 00:00:00,1926,1,PCE,SYN-ORD-740226,SYN-EX-05
